genes,lfc_liu2020,qval_liu2020
AT5G25910,-0.857996029,1.68E-05
AT1G67470,-0.858180694,0.001228594
AT1G76070,-0.858368429,1.52E-07
AT1G74810,-0.858901865,0.00228985
AT4G33420,-0.859019185,0.00058721
AT4G16146,-0.86067892,1.72E-10
AT1G48260,-0.860753721,0.001165929
AT3G15352,-0.861632712,2.10E-05
AT3G55430,-0.862988642,1.52E-08
AT5G36925,-0.863100651,0.001112164
AT5G67245,-0.863654849,0.003725765
AT5G27060,-0.864534365,2.25E-05
AT1G64200,-0.865763243,0.003805804
AT5G10930,-0.866478271,0.000111754
AT1G09480,-0.866549549,0.016302326
AT1G68862,-0.867153178,0.030789677
AT3G01650,-0.867860956,1.88E-14
AT2G27660,-0.868224103,2.02E-05
AT2G46450,-0.868283595,3.59E-05
AT3G20250,-0.868748206,1.36E-14
AT3G46668,-0.868964271,0.000685549
AT2G43550,-0.869143229,0.003365903
AT4G30350,-0.869906821,8.38E-06
AT3G52800,-0.870312104,3.17E-08
AT5G03110,-0.870571821,0.00240939
AT2G43535,-0.872017264,1.17E-06
AT2G26560,-0.873533458,1.39E-09
AT3G56200,-0.873595468,4.51E-08
AT2G01490,-0.874235859,2.96E-18
AT5G51070,-0.874336436,1.87E-36
AT4G09750,-0.874346307,0.000999216
AT1G06000,-0.875052573,0.008357048
AT4G17615,-0.875201784,5.50E-05
AT1G51800,-0.875474988,6.11E-07
AT4G22920,-0.876108117,3.58E-12
AT4G27830,-0.876761294,2.02E-14
AT1G65730,-0.876972348,0.001450692
AT4G01010,-0.877489659,3.44E-15
AT1G09960,-0.878327649,3.18E-05
AT2G30390,-0.879136431,4.16E-07
AT1G14970,-0.880266474,0.000121761
AT4G02360,-0.880373405,0.047152702
AT1G32950,-0.880474247,0.023438404
AT2G23180,-0.881488191,0.000760858
AT2G38860,-0.882219939,2.45E-11
AT4G22513,-0.883611566,0.036875753
AT5G66440,-0.885370291,1.35E-08
AT1G22403,-0.886899857,1.32E-08
AT2G16720,-0.887339261,0.023599903
AT5G44585,-0.888156264,0.002012417
AT4G16760,-0.888544883,1.09E-23
AT2G46680,-0.888846947,2.45E-11
AT1G05340,-0.88929773,0.004552969
AT5G39520,-0.88978525,0.011407466
AT3G25290,-0.889961097,0.042747144
AT3G26910,-0.890988754,1.05E-16
AT1G07590,-0.891536652,3.88E-10
AT5G49690,-0.891933409,5.54E-07
AT5G03380,-0.891971876,0.0016948
AT5G25940,-0.892602159,1.73E-14
AT1G23010,-0.892850061,0.046104971
AT3G45210,-0.89295863,0.001032267
AT1G62180,-0.89336612,1.42E-09
AT2G05910,-0.893416913,0.005640431
AT3G59140,-0.895007424,9.97E-05
AT4G39950,-0.896896939,6.10E-05
AT1G61610,-0.89712844,0.004563935
AT1G09970,-0.897995289,2.53E-21
AT3G59700,-0.899209777,1.16E-08
AT5G61570,-0.899766882,4.49E-05
AT2G43520,-0.900121777,0.00145668
AT5G58650,-0.900370626,2.39E-07
AT3G07130,-0.900852415,0.033126177
AT4G19810,-0.901023119,0.001375606
AT1G37130,-0.901680167,7.54E-14
AT3G06270,-0.902209387,2.72E-09
AT2G31980,-0.902277394,0.001501152
AT1G46554,-0.902836302,2.18E-05
AT1G19310,-0.903355933,1.19E-15
AT4G17800,-0.903604565,0.045155953
AT1G21410,-0.904034008,1.62E-12
AT2G29990,-0.905045263,2.15E-09
AT4G30240,-0.905136517,4.73E-10
AT1G49780,-0.906188689,0.002509042
AT5G44380,-0.907559241,0.005094202
AT1G73730,-0.907623613,2.14E-14
AT5G67600,-0.908220647,3.94E-12
AT5G66400,-0.9085335,0.008954638
AT3G44610,-0.909841585,3.41E-05
AT3G28220,-0.909889668,0.018359299
AT5G40760,-0.910158593,1.67E-17
AT3G47540,-0.910882276,1.31E-06
AT2G02870,-0.911109992,1.58E-22
AT5G67300,-0.912772888,7.80E-13
AT5G48540,-0.913660691,0.004604164
AT3G60140,-0.913862127,0.000461532
AT3G04520,-0.914387126,1.24E-09
AT5G43450,-0.914738567,5.39E-11
AT5G16360,-0.914969656,1.99E-10
AT4G21215,-0.9158396,0.000311119
AT1G15520,-0.916039068,0.012995838
AT1G24330,-0.916516863,8.37E-05
AT5G42330,-0.917527183,0.004781082
AT2G46810,-0.917610583,3.16E-06
AT1G06620,-0.918187794,0.000820549
AT3G09260,-0.918770513,0.003298482
AT4G37022,-0.918839984,9.25E-05
AT2G45360,-0.919760476,0.00014569
AT2G40140,-0.920655014,7.93E-05
AT4G35630,-0.921429771,1.26E-08
AT1G13990,-0.922074477,2.26E-23
AT3G57630,-0.922974263,6.10E-09
AT5G59790,-0.924913242,6.52E-05
AT5G39000,-0.926211379,0.001964163
AT1G67195,-0.927616766,1.46E-06
AT5G57050,-0.927836185,6.93E-05
AT5G46780,-0.929049541,8.71E-10
AT2G43120,-0.929194067,0.000520643
AT5G48657,-0.929265391,7.16E-13
AT5G50210,-0.931083699,1.52E-18
AT1G75490,-0.932044508,2.89E-16
AT1G15430,-0.93315759,2.45E-19
AT3G47800,-0.93321319,2.21E-13
AT4G02940,-0.93397812,5.22E-15
AT1G29290,-0.937491287,0.003995289
AT3G24170,-0.937678003,1.58E-22
AT4G15236,-0.93803723,0.000739935
AT2G15760,-0.941325982,3.24E-07
AT1G79270,-0.94209277,3.57E-12
AT3G16470,-0.942329203,2.76E-06
AT1G53560,-0.94275319,1.07E-08
AT3G10870,-0.944501415,0.000191376
AT2G35950,-0.94513088,0.000200929
AT5G23010,-0.945351381,0.011035779
AT3G13040,-0.945446315,1.92E-16
AT3G44100,-0.946170574,6.29E-15
AT3G20898,-0.946834774,0.000275949
AT1G03850,-0.947525732,0.00201931
AT5G40460,-0.94794673,8.75E-05
AT2G35736,-0.948358316,0.009591328
AT2G34080,-0.948582186,0.000765592
AT5G56980,-0.948626544,6.67E-05
AT2G27505,-0.94929169,0.041572589
AT5G66640,-0.949586056,0.000727133
AT3G46690,-0.950469106,2.54E-16
AT4G37770,-0.950842777,2.51E-19
AT1G01470,-0.952272821,0.000634799
AT3G61160,-0.952805157,2.34E-08
AT2G42360,-0.953498934,7.43E-09
AT5G50450,-0.954577367,1.03E-13
AT1G66830,-0.954690296,0.000317937
AT4G27280,-0.955045207,0.002626955
AT5G26030,-0.955560961,4.74E-09
AT3G27350,-0.956613058,3.54E-09
AT2G30550,-0.956975533,9.17E-19
AT1G30700,-0.958112414,1.38E-07
AT5G62150,-0.958507974,0.003635773
AT1G52760,-0.959655979,1.11E-08
AT3G48550,-0.959725692,0.005469113
AT3G19920,-0.960106043,0.014599166
AT4G13395,-0.960117174,0.006975161
AT1G23120,-0.961034044,9.81E-06
AT1G51860,-0.962649211,8.42E-09
AT5G19855,-0.963743672,1.19E-11
AT1G70581,-0.963777844,0.03982082
AT5G38530,-0.963885261,3.04E-14
AT3G52400,-0.964194287,5.70E-05
AT3G22240,-0.96687585,0.00083781
AT5G07730,-0.966946742,1.38E-07
AT3G20600,-0.967032005,2.19E-05
AT1G18740,-0.967946891,0.001722355
AT4G20730,-0.968779783,0.000561337
AT1G29640,-0.969050543,0.010482543
AT5G64310,-0.969130732,0.000786666
AT5G27670,-0.969607749,8.20E-10
AT4G20860,-0.969759208,2.73E-08
AT5G27380,-0.970418292,9.78E-36
AT3G55290,-0.97171042,0.001814433
AT1G29300,-0.972269857,1.97E-06
AT1G57990,-0.97271303,3.68E-09
AT5G52570,-0.972723785,6.34E-09
AT1G67980,-0.972908179,1.84E-07
AT1G61560,-0.973612179,7.42E-07
AT1G69870,-0.973615287,7.80E-09
AT3G17790,-0.973775772,0.000883549
AT1G53580,-0.974364591,9.93E-22
AT1G77000,-0.974559265,1.32E-14
AT3G15500,-0.974694234,5.69E-14
AT1G55110,-0.975025639,2.71E-22
AT5G59530,-0.975227022,0.044195342
AT5G67080,-0.975291212,3.20E-05
AT3G46620,-0.975384335,4.76E-07
AT1G59970,-0.975500802,2.31E-08
AT5G02400,-0.975517202,0.046480447
AT5G43860,-0.975708768,0.001343618
AT4G24380,-0.97591267,0.025644641
AT1G20900,-0.977514402,1.60E-13
AT5G39050,-0.977702504,7.25E-18
AT4G16690,-0.978634066,7.53E-07
AT4G22690,-0.97872275,1.77E-12
AT2G46650,-0.978942505,3.12E-06
AT1G22470,-0.979360736,0.000706103
AT4G39270,-0.980028315,2.60E-15
AT5G20940,-0.98007373,0.000198882
AT3G15760,-0.981313055,4.17E-06
AT2G45300,-0.981892702,7.43E-08
AT1G55920,-0.982761412,5.77E-13
AT5G28237,-0.983158383,0.021596452
AT1G51760,-0.983709842,1.06E-05
AT5G43260,-0.983925379,1.47E-11
AT4G02280,-0.983984375,0.00127313
AT3G22200,-0.984303813,1.69E-20
AT1G22410,-0.984701805,4.69E-09
AT3G29034,-0.985807934,0.002326721
AT1G73080,-0.98693443,1.49E-05
AT2G35980,-0.987508509,0.00012826
AT3G06420,-0.987822954,1.93E-16
AT1G19640,-0.988536102,0.002566678
AT2G39450,-0.989393183,2.13E-12
AT2G15620,-0.990270718,1.30E-15
AT1G52200,-0.991362395,1.56E-08
AT1G65590,-0.991667555,5.45E-07
AT5G24760,-0.992343549,1.46E-06
AT5G04590,-0.994332215,3.48E-31
AT4G34920,-0.994648128,2.80E-18
AT5G62020,-0.994685074,0.000110871
AT5G66658,-0.99517232,0.000680311
AT2G36950,-0.995355943,2.25E-11
AT1G32170,-0.996438345,1.13E-20
AT5G44980,-0.997399399,0.021423819
AT3G55240,-0.998457707,3.37E-14
AT1G09490,-1.00014318,3.41E-17
AT5G42010,-1.000544138,3.73E-09
AT5G13490,-1.000630185,4.61E-11
AT5G58350,-1.000903342,2.16E-17
AT1G58561,-1.001465687,5.85E-06
AT5G41750,-1.001595106,7.87E-05
AT2G37760,-1.001714124,6.51E-17
AT5G59730,-1.003271508,0.005840107
AT4G19460,-1.004887537,0.000583414
AT1G10417,-1.005515325,0.04603223
AT2G23320,-1.006117837,4.77E-19
AT3G60680,-1.006166249,2.13E-08
AT2G20142,-1.007114483,1.08E-11
AT5G57390,-1.007619348,7.79E-07
AT4G21120,-1.007759262,4.69E-06
AT1G73630,-1.009426277,0.009155434
AT1G13360,-1.011168889,9.93E-06
AT2G44995,-1.011552723,0.044009756
AT3G60420,-1.011856203,5.90E-12
AT1G68870,-1.012426894,0.015578926
AT1G69570,-1.014178329,0.001208985
AT3G55120,-1.014666193,0.001128607
AT2G42350,-1.014983049,1.86E-07
AT2G38250,-1.0156646,0.01458278
AT5G10510,-1.015729994,0.022692311
AT2G21620,-1.016767315,1.15E-23
AT1G52100,-1.016994872,0.000126675
AT3G16800,-1.01807028,0.003937228
AT1G18290,-1.018888871,0.000616195
AT4G34050,-1.01912921,2.69E-07
AT1G03230,-1.022738053,1.61E-09
AT5G24770,-1.023021567,0.00192546
AT5G23340,-1.023351524,6.18E-18
AT3G25780,-1.023464534,0.008643515
AT3G61460,-1.023825894,6.76E-07
AT5G11520,-1.024819831,1.67E-29
AT3G16450,-1.024890991,0.000140813
AT3G20660,-1.027110438,5.66E-15
AT5G39670,-1.02747523,7.04E-06
AT5G12930,-1.027798796,2.19E-10
AT1G62300,-1.028981681,2.39E-14
AT3G63200,-1.029155078,0.006545275
AT5G14640,-1.029217752,5.69E-11
AT1G10410,-1.030370429,3.14E-20
AT1G03200,-1.031799808,0.02364695
AT4G39580,-1.032147587,0.000128311
AT3G11840,-1.032268067,1.27E-05
AT5G39090,-1.032775048,0.000835857
AT1G02900,-1.033235681,0.01547919
AT1G51520,-1.033548787,0.001250056
AT2G22000,-1.03375531,0.026166864
AT4G36770,-1.033878473,0.042182582
AT3G05400,-1.033971945,0.000310161
AT5G02780,-1.034265806,0.007980408
AT3G11580,-1.034909685,0.001843999
AT4G36790,-1.035318187,1.75E-17
AT2G46510,-1.036052192,0.005013815
AT1G30814,-1.036255335,1.90E-07
AT1G63840,-1.036364465,7.71E-09
AT3G04320,-1.03642062,0.000871889
AT3G53230,-1.036807306,3.15E-08
AT3G52360,-1.037631937,0.000101402
AT5G44700,-1.038913296,0.011575957
AT4G27290,-1.039099755,0.023100546
AT1G03905,-1.039512078,3.22E-06
AT2G30490,-1.039578143,3.25E-11
AT1G78850,-1.039636148,7.14E-12
AT1G26730,-1.040098992,0.008998635
AT5G03490,-1.040617003,1.01E-09
AT4G35180,-1.041244558,0.000332883
AT1G70920,-1.041345349,0.000705896
AT3G15200,-1.04229954,0.012768933
AT2G01610,-1.04279581,0.042395058
AT2G45720,-1.04281386,1.06E-13
AT5G12170,-1.044373928,2.11E-19
AT5G13370,-1.044945828,5.87E-11
AT3G51440,-1.045317352,5.91E-15
AT3G03310,-1.045335361,2.86E-13
AT2G43570,-1.046084343,0.000551262
AT1G65610,-1.046445479,5.97E-08
AT1G32350,-1.046871417,1.20E-08
AT5G33290,-1.047160967,1.91E-14
AT3G46110,-1.047757151,1.13E-05
AT1G31710,-1.04823037,7.65E-14
AT3G52870,-1.04865539,2.48E-10
AT1G69760,-1.049816892,1.36E-14
AT2G25790,-1.050094905,3.89E-05
AT4G31860,-1.050134252,2.05E-28
AT3G23440,-1.052162615,0.012730283
AT3G51895,-1.053481741,2.15E-12
AT3G04070,-1.053977891,2.09E-15
AT3G01970,-1.054278218,2.37E-09
AT4G11990,-1.05461631,0.002585518
AT1G73965,-1.055037222,0.000281718
AT4G40065,-1.055746381,1.64E-09
AT1G74020,-1.056672711,9.34E-07
AT2G42540,-1.057303261,0.023717671
AT3G19710,-1.058012289,0.043315141
AT2G32660,-1.058399851,5.98E-06
AT5G24120,-1.058529845,1.16E-11
AT2G16790,-1.060466367,6.30E-09
AT5G13330,-1.062416343,3.25E-14
AT1G43160,-1.063388012,5.00E-06
AT5G39580,-1.06358537,1.41E-10
AT3G55980,-1.06484726,0.001459461
AT2G43510,-1.064957375,0.000133767
AT5G24205,-1.065321378,0.01066578
AT1G28390,-1.065588519,2.74E-07
AT2G35658,-1.065894227,0.002657622
AT3G03440,-1.066215622,4.77E-10
AT3G09150,-1.06795402,1.18E-10
AT1G51890,-1.068712926,6.11E-18
AT3G22160,-1.070368212,5.10E-13
AT2G22970,-1.070379617,5.33E-06
AT1G76650,-1.070909583,0.039015987
AT5G16570,-1.071926418,0.000346203
AT1G33590,-1.07241548,1.70E-36
AT5G01550,-1.075143322,8.00E-09
AT4G02410,-1.075668251,3.07E-05
AT1G28600,-1.077411989,3.87E-25
AT1G51680,-1.077603822,2.60E-06
AT3G23580,-1.078466402,3.56E-12
AT3G44320,-1.080038391,0.000589223
AT3G08640,-1.080137742,7.60E-18
AT3G29200,-1.080318738,3.76E-19
AT2G30750,-1.080450022,1.01E-09
AT5G59400,-1.080610964,2.23E-11
AT1G27020,-1.082499518,1.52E-14
AT2G48010,-1.082678329,2.96E-06
AT1G71140,-1.083447261,4.43E-05
AT2G36800,-1.084417681,0.004980283
AT2G31560,-1.084749263,1.29E-06
AT3G46080,-1.084765927,0.014753877
AT2G39110,-1.086545126,0.012599815
AT3G49110,-1.088062609,8.14E-05
AT5G65920,-1.088769694,1.84E-16
AT1G47530,-1.088895146,3.21E-18
AT2G33380,-1.09097394,0.013662469
AT3G60670,-1.094236522,0.002229002
AT3G16150,-1.095474382,0.010790415
AT3G25717,-1.095496189,5.29E-13
AT1G30740,-1.095517318,0.0005525
AT4G37990,-1.097440501,0.000282768
AT1G67810,-1.098872957,6.20E-14
AT1G71040,-1.098971066,9.23E-26
AT1G64610,-1.099039482,2.84E-22
AT4G24040,-1.099535034,6.85E-07
AT1G64065,-1.099738474,9.04E-10
AT1G66100,-1.100137467,0.000569557
AT1G54575,-1.100754683,1.46E-09
AT1G68390,-1.10129502,0.011550322
AT4G37560,-1.101540063,5.41E-10
AT1G67920,-1.103139556,0.006308415
AT5G47960,-1.103858332,3.11E-05
AT4G15210,-1.105552446,0.038282524
AT3G57670,-1.106821028,0.003196618
AT1G06180,-1.107336052,0.000421577
AT1G15110,-1.108001562,1.27E-17
AT3G22370,-1.109014003,0.000466187
AT1G74100,-1.109289624,3.07E-17
AT5G44430,-1.109635545,0.016091071
AT1G19180,-1.110349215,9.37E-08
AT3G18710,-1.111386976,0.033902038
AT2G27500,-1.111836889,2.33E-18
AT5G52450,-1.11303498,9.41E-10
AT3G29575,-1.114011228,2.88E-18
AT3G57680,-1.114621562,0.029510279
AT3G10930,-1.114847189,3.33E-08
AT5G48820,-1.11537336,0.013370912
AT1G18570,-1.115412039,1.61E-33
AT3G09020,-1.115461083,1.03E-08
AT3G54410,-1.115795503,0.020785036
AT1G44130,-1.116533525,7.04E-05
AT2G42760,-1.11675431,0.000214865
AT3G23030,-1.120100652,3.41E-29
AT5G08565,-1.122582473,2.03E-07
AT5G03610,-1.123002451,3.30E-23
AT4G09030,-1.124169156,1.42E-06
AT5G13750,-1.125353647,7.78E-18
AT1G25370,-1.12550593,1.85E-11
AT3G05937,-1.125885859,1.61E-07
AT3G19270,-1.126058523,0.016083789
AT2G36210,-1.12606525,0.000203783
AT3G21520,-1.127721943,0.020676066
AT5G22270,-1.129011843,2.74E-09
AT1G75580,-1.130198029,1.03E-05
AT1G02620,-1.130629678,0.000139219
AT2G45760,-1.130885762,5.17E-05
AT1G73810,-1.131705585,7.90E-09
AT3G50630,-1.132941925,9.31E-08
AT3G22600,-1.133906105,0.002895978
AT3G11420,-1.13429989,5.92E-07
AT2G39518,-1.136222293,1.06E-05
AT4G39230,-1.136626308,8.13E-13
AT5G19890,-1.136989854,0.033971874
AT3G51450,-1.137821909,0.000812518
AT2G41342,-1.139563534,0.028912383
AT4G28720,-1.13966366,1.65E-10
AT2G40460,-1.143602511,0.013881837
AT5G20960,-1.143976259,1.76E-11
AT2G27310,-1.145025709,2.65E-09
AT3G16500,-1.145652506,7.48E-28
AT3G23240,-1.145772082,5.01E-11
AT3G22750,-1.145810412,2.64E-27
AT1G51840,-1.147503801,0.028772936
AT2G43820,-1.151405493,5.69E-09
AT3G05370,-1.151445383,6.39E-12
AT3G26690,-1.152475423,4.20E-13
AT5G43180,-1.153263432,0.000854519
AT5G18636,-1.153313213,0.040497304
AT1G25275,-1.153344552,5.93E-17
AT3G44260,-1.154082983,1.16E-09
AT1G76980,-1.154521545,3.65E-05
AT5G53970,-1.156626354,8.67E-41
AT2G30020,-1.156758114,0.000548546
AT2G43000,-1.156768682,0.013280726
AT4G35520,-1.157522122,0.042878484
AT2G34340,-1.157741968,8.24E-08
AT4G25620,-1.158505865,2.37E-24
AT1G46768,-1.160107624,2.03E-08
AT5G47230,-1.160386996,2.14E-12
AT2G17500,-1.16058788,2.76E-06
AT2G04160,-1.161068338,7.54E-08
AT2G28400,-1.161174081,3.63E-14
AT3G53720,-1.161212795,7.18E-22
AT3G47220,-1.163346321,0.009547861
AT1G10580,-1.163924695,2.01E-26
AT5G64120,-1.164374707,6.51E-34
AT3G54950,-1.165069157,7.33E-08
AT1G36940,-1.16613107,0.001765092
AT3G27330,-1.167104195,2.78E-09
AT1G32940,-1.167409555,2.42E-14
AT1G44830,-1.167420588,2.46E-07
AT1G16090,-1.169746324,0.000561233
AT2G36630,-1.170850578,2.16E-16
AT2G38490,-1.170866664,1.96E-08
AT5G55120,-1.171860005,2.46E-11
AT4G15270,-1.172674196,0.017646591
AT1G26210,-1.173902096,0.01790462
AT1G20310,-1.175664385,0.017227093
AT4G06744,-1.176619347,7.94E-11
AT1G79450,-1.177625581,1.83E-13
AT2G23810,-1.178275602,1.81E-15
AT1G07090,-1.178857396,3.14E-16
AT5G08150,-1.180496258,1.18E-06
AT1G51830,-1.18101163,0.016444045
AT1G13520,-1.18161149,1.38E-07
AT3G44720,-1.183316882,8.29E-12
AT2G25450,-1.186227196,3.77E-21
AT1G14870,-1.186854077,7.56E-15
AT1G05560,-1.188637498,1.30E-09
AT5G14180,-1.189869459,1.07E-06
AT1G70460,-1.19059634,0.028432843
AT5G22140,-1.191348704,0.001311
AT2G29430,-1.192369186,0.001683185
AT5G27760,-1.192829432,3.69E-17
AT1G10560,-1.194721708,0.000139944
AT2G22470,-1.195559935,3.38E-07
AT2G39030,-1.196112533,0.000101692
AT1G05675,-1.196815122,0.000358793
AT3G55110,-1.198704877,0.000661372
AT1G63440,-1.199805868,5.00E-11
AT4G28085,-1.20066367,1.73E-07
AT2G37040,-1.20311676,1.12E-06
AT4G22980,-1.203149956,0.002101292
AT5G23600,-1.203864608,0.003928981
AT3G04181,-1.204297332,0.005805394
AT1G73260,-1.206527048,2.09E-05
AT3G45060,-1.206528083,3.16E-24
AT5G07460,-1.206971486,0.000442212
AT2G43500,-1.207913494,2.57E-12
AT2G03505,-1.208082023,0.008901906
AT1G62305,-1.209499474,1.50E-19
AT1G26930,-1.212398609,1.80E-12
AT4G38540,-1.212505939,1.79E-08
AT5G48930,-1.215193314,1.09E-07
AT4G27270,-1.21762246,5.22E-06
AT4G36820,-1.219993085,4.09E-07
AT1G08250,-1.220106611,1.60E-07
AT1G55020,-1.220653094,4.43E-14
AT4G15490,-1.221161422,9.09E-08
AT1G64940,-1.222357206,0.002205182
AT1G30220,-1.222938227,0.000437991
AT2G33710,-1.22298885,4.35E-14
AT4G16780,-1.22317914,6.71E-08
AT4G23271,-1.223406291,0.021077615
AT2G39310,-1.225436101,2.38E-25
AT3G45140,-1.225469707,0.018109419
AT5G44610,-1.226294098,0.010042923
AT2G16700,-1.226719671,1.14E-12
AT1G66090,-1.227982783,0.008473729
AT5G13820,-1.228294761,8.29E-21
AT4G36791,-1.228844994,0.004721484
AT3G14850,-1.229670192,1.71E-25
AT4G33925,-1.230039457,0.000605726
AT3G61760,-1.230465197,7.03E-05
AT1G76470,-1.230961189,0.00099575
AT1G35350,-1.234549374,6.98E-22
AT2G29410,-1.236244174,0.016694481
AT3G23560,-1.236801735,1.24E-15
AT1G63050,-1.237841207,1.67E-09
AT1G72680,-1.238230313,1.77E-28
AT4G37540,-1.239566663,2.64E-13
AT4G19370,-1.243190039,1.93E-07
AT4G21440,-1.243542322,3.19E-08
AT1G03730,-1.24416413,9.05E-18
AT4G37980,-1.245516523,4.23E-24
AT3G61750,-1.245639292,0.000452824
AT4G18950,-1.246015993,9.23E-14
AT2G34810,-1.246440942,2.07E-11
AT2G05540,-1.246529702,4.50E-08
AT3G48850,-1.247223879,1.81E-05
AT3G19660,-1.2473392,7.36E-06
AT4G30460,-1.248923735,0.001864787
AT1G56060,-1.24914859,0.004648218
AT2G29950,-1.249866961,0.007629143
AT3G60966,-1.251545665,5.80E-06
AT4G21920,-1.251863109,5.14E-05
AT5G15940,-1.253025197,0.009574128
AT1G53470,-1.253683615,0.000113864
AT1G75500,-1.253741095,5.48E-13
AT1G50590,-1.254964728,1.25E-06
AT1G08940,-1.255836057,1.38E-14
AT5G57010,-1.256492468,0.000583622
AT3G05360,-1.2566685,7.25E-15
AT5G12880,-1.25673951,4.40E-10
AT1G19020,-1.257302472,1.49E-05
AT5G05300,-1.258065181,0.005479782
AT3G57020,-1.258443352,0.000118868
AT4G31020,-1.258670786,0.048196398
AT1G72125,-1.259603276,0.012551487
AT5G64230,-1.260217253,8.99E-20
AT1G72220,-1.261070656,0.048176286
AT2G38210,-1.261804024,1.64E-05
AT1G51170,-1.262008087,3.43E-05
AT4G18010,-1.263250376,6.18E-18
AT1G73540,-1.263950512,1.71E-07
AT4G37295,-1.263965917,0.041439108
AT5G43580,-1.264058573,6.05E-07
AT2G29350,-1.264838063,0.005285779
AT3G50760,-1.265855052,3.91E-07
AT2G47260,-1.267101453,5.39E-05
AT5G41680,-1.267669715,0.000103248
AT1G09250,-1.269475581,1.22E-31
AT2G27510,-1.269840649,1.90E-10
AT1G72120,-1.270893647,2.22E-11
AT2G22880,-1.271125685,1.24E-08
AT1G55365,-1.277542327,0.002960254
AT1G06570,-1.277815362,3.38E-37
AT1G08290,-1.278160152,0.003369214
AT5G24206,-1.278697145,0.003882915
AT3G48320,-1.279720162,1.08E-09
AT5G57220,-1.283498279,1.40E-35
AT5G51790,-1.283882786,0.022282463
AT5G23000,-1.284578449,0.001012658
AT4G28703,-1.287113882,7.39E-08
AT4G37290,-1.287590222,0.010001705
AT1G70810,-1.287972259,5.66E-14
AT2G42950,-1.290836788,3.70E-16
AT5G49480,-1.292352445,1.88E-06
AT3G08760,-1.295862353,6.35E-51
AT1G28190,-1.299171439,1.73E-19
AT5G66170,-1.299792058,5.88E-10
AT2G31945,-1.299925765,2.12E-16
AT4G27410,-1.301872822,4.03E-11
AT1G23040,-1.303283665,2.60E-08
AT3G12830,-1.304851778,4.38E-05
AT1G48000,-1.308818495,4.71E-07
AT5G17860,-1.311238126,1.56E-26
AT4G37310,-1.313476318,2.17E-09
AT5G54390,-1.315753748,9.58E-27
AT5G59820,-1.31584346,0.012984037
AT4G22200,-1.316534889,2.09E-08
AT4G34230,-1.317477546,3.15E-10
AT1G05710,-1.31760092,6.73E-09
AT1G66760,-1.317751509,9.43E-11
AT4G18940,-1.318538814,0.048598547
AT1G62570,-1.319970337,7.36E-06
AT2G18550,-1.320487668,0.004707009
AT5G48400,-1.322775141,5.92E-10
AT5G60310,-1.323621104,0.011178879
AT1G69930,-1.325707684,2.76E-05
AT1G36622,-1.326213571,1.98E-09
AT3G04000,-1.326879125,1.95E-20
AT3G19380,-1.328794213,9.52E-11
AT4G39360,-1.329264617,0.026495649
AT2G45220,-1.329485376,1.92E-17
AT5G54490,-1.329995978,6.14E-06
AT2G34355,-1.330658578,2.18E-20
AT4G21390,-1.336580319,1.73E-10
AT1G22400,-1.336721324,3.66E-16
AT2G43050,-1.3382565,0.000887631
AT2G30140,-1.338811706,5.30E-25
AT1G63820,-1.340156449,4.91E-05
AT3G54625,-1.340206975,0.021005516
AT2G31345,-1.341028873,0.004307679
AT4G34200,-1.342471612,2.97E-54
AT2G27080,-1.343216332,5.20E-08
AT2G26290,-1.34490473,0.009281893
AT5G63130,-1.345200554,0.001165929
AT3G49570,-1.346566526,0.005055626
AT4G31960,-1.347681609,0.005698681
AT1G71910,-1.348141488,0.000833599
AT5G11210,-1.348670313,6.47E-08
AT3G04220,-1.350693277,4.87E-11
AT3G14700,-1.350694319,0.000975907
AT3G47420,-1.354337005,0.000948921
AT1G30135,-1.356423851,3.83E-05
AT4G17500,-1.357002126,8.30E-17
AT1G65970,-1.358239976,1.14E-12
AT2G22500,-1.358793941,0.000148096
AT3G46670,-1.362841963,7.19E-14
AT4G05100,-1.363532722,4.48E-06
AT1G05065,-1.36405884,0.039574832
AT4G32870,-1.365173472,1.76E-17
AT3G48690,-1.365708187,5.13E-30
AT1G68150,-1.367181483,0.01066578
AT1G64660,-1.369992386,6.31E-26
AT4G34860,-1.370033163,4.93E-08
AT1G60730,-1.370166718,3.49E-27
AT1G23060,-1.371477157,3.46E-12
AT4G37370,-1.371836853,5.30E-07
AT3G02840,-1.373998188,7.66E-05
AT4G09300,-1.374778418,0.004883931
AT4G14130,-1.374826494,8.59E-07
AT3G12970,-1.377149091,0.012746888
AT1G74360,-1.378380985,2.07E-16
AT3G09405,-1.380570601,3.27E-13
AT5G05340,-1.383324997,0.004659807
AT3G53260,-1.383385291,2.66E-08
AT4G25390,-1.38486882,6.25E-24
AT5G58660,-1.385220107,6.07E-11
AT1G19200,-1.388010245,2.23E-07
AT3G29190,-1.388071227,0.004981691
AT1G52565,-1.388779478,1.28E-09
AT1G07150,-1.389691031,1.75E-13
AT1G05835,-1.390711679,0.000373079
AT3G51860,-1.396446613,8.29E-12
AT4G01360,-1.399899652,0.017947805
AT5G60630,-1.402739404,6.06E-11
AT5G63790,-1.404155831,2.47E-08
AT3G04010,-1.404711234,3.74E-11
AT5G47850,-1.405298349,0.001301857
AT1G02460,-1.406420116,4.13E-09
AT5G60610,-1.406482792,0.003191759
AT5G44570,-1.40653829,0.003904115
